business_id,categories,city,full_address,latitude,longitude,name,open,review_count,stars,state,type
"f_EJyhmr9KpPssLsfw_IXQ",[65 133],"Phoenix","3740 E Indian School Rd\\nPhoenix, AZ 85018",33.4953,-112,"Le Le Nails",1,11,3.5,"AZ","business"
"yncbXP4MVT8Uxo5TUrFnAw",[6 87],"Phoenix","6201 N 7th Street\\nPhoenix, AZ 85014",33.5276,-112.065,"The Stockroom",1,4,4.5,"AZ","business"
"djYFLq4Bkqpkd14-0IJfug",[7 142],"Tempe","555 N Scottsdale Rd\\nTempe, AZ 85281",33.4343,-111.925,"Yogurtland",1,89,4.5,"AZ","business"
"my9uotsFBYJl9L66iS5EuQ",[212 11],"Tempe","699 S Mill Ave\\nTempe, AZ 85281",33.4236,-111.939,"The Bamboo Club",1,18,3,"AZ","business"
"7UVjJaKrPZbYLEmN_Q-DAg",[84 124 213],"Scottsdale","4400 N Scottsdale Rd\\nSte 9\\nScottsdale, AZ 85251",33.5005,-111.926,"The UPS Store",1,5,3,"AZ","business"
"XRdwAqzuG_SwVFFlOzLmEQ",[38 48 39 11],"Surprise","Uptown Alley\\n13525 N Litchfield Rd\\nSurprise, AZ 85379",33.6076,-112.356,"Red Embers Bar & Grill",1,9,3,"AZ","business"
"6v0vQm3wXzaFoEywvpbnqg",[7 27 48 47 11],"Peoria","9748 W. Northern Ave.\\nPeoria, AZ 85345",33.5517,-112.269,"BJ's Restaurant & Brewhouse",1,63,3,"AZ","business"
"CSoURupWEyuyzkjMOExKPg",[11 63],"Phoenix","North Arcadia\\n4925 N 40th St\\nPhoenix, AZ 85018",33.5087,-111.995,"North Fattoria Italiana",1,103,4,"AZ","business"
"i--afvRsP1TSJyQMZKgJiw",[24 11],"Phoenix","534 W McDowell Rd\\nPhoenix, AZ 85003",33.466,-112.081,"Potbelly Sandwich Shop",1,8,3.5,"AZ","business"
"wG9Aov3y0qRIicugJNAc0w",[119 48 11],"Scottsdale","32531 N Scottsdale Rd\\nSte 101\\nScottsdale, AZ 85266",33.7807,-111.924,"Summit Diner",1,7,2.5,"AZ","business"
"aAnLZbEMOrhI4_RbjntWsA",[173 6 112],"Tempe","1628 E Southern Ave\\nSte 13\\nTempe, AZ 85282",33.393,-111.913,"Arizona Art Supply",1,3,3.5,"AZ","business"
"T0UFsLISaUWNs1GV4Yof4Q",[],"Chandler","7375 W Chandler Blvd\\nChandler, AZ 85226",33.3051,-111.968,"Whataburger",1,3,2.5,"AZ","business"
"W8Gjzs5mxSU9aA77l-V9fA",[214 11],"Phoenix","4501 W Van Buren St\\nPhoenix, AZ 85043",33.4513,-112.156,"Ralph's Snack Bar",1,6,4,"AZ","business"
"tVihf5G8I0yNzdgntgoZeQ",[6 21],"Scottsdale","8989 E Indian Bend Rd\\nSte D4\\nScottsdale, AZ 85250",33.5384,-111.888,"N & R Gold & Silver Jewelry",1,5,4.5,"AZ","business"
"2nxQ9enKGYktl0AHZtQgog",[93 3],"Phoenix","5521 N 7th St\\nPhoenix, AZ 85014",33.5175,-112.065,"Desert Schools Federal Credit Union",1,4,3.5,"AZ","business"
"wWoQHAPiHiQd3Fmw3ICfKw",[73 72],"Chandler","245 W Ocotillo Rd Ste 2\\nChandler, AZ 85248",33.2474,-111.844,"Jiffy Lube",1,4,3.5,"AZ","business"
"5v7_5hzpT85kxBSdUyHhWg",[215 32],"Phoenix","1702 W Camelback Rd\\nPhoenix, AZ 85015",33.5097,-112.096,"A-1 Locksmith Service",1,3,4,"AZ","business"
"OkxO2FoKMxVCFzskLeI37Q",[28 17 29],"Tempe","951 East Playa Del Norte Drive\\nTempe, AZ 85281",33.4347,-111.924,"Aloft Tempe",1,38,4,"AZ","business"
"ZdyxpksKc1Go0WNuFv9Pjg",[6 110],"Tempe","815 E Baseline\\nSte B-100\\nTempe, AZ 85283",33.3782,-111.93,"Tmobile",1,3,1,"AZ","business"
"Gqq6AF9MIbhh5wwGofeiJQ",[15 13 6 21 216],"Phoenix","4700 N Central Avenue\\nPhoenix, AZ 85012",33.5062,-112.074,"Unique On Central",1,4,3.5,"AZ","business"
"KlwCtkSqNvTRJ3KHfGVAgg",[1 217 17 152],"Phoenix","4526 E Calle Redonda\\nPhoenix, AZ 85018",33.5038,-111.986,"Kliquenow",1,3,4.5,"AZ","business"
"NtmLlKfCFfM0K5j6WWKxQA",[10 24 11],"Peoria","8360 W Thunderbird Rd\\nPeoria, AZ 85381",33.61,-112.239,"Heidi's Brooklyn Deli",1,31,3.5,"AZ","business"
"_1lXRQ2Qda8HDpUQUqTYwA",[119 11],"Phoenix","1818 W Montebello Ave\\nPhoenix, AZ 85015",33.5197,-112.098,"Jb's",1,5,2.5,"AZ","business"
"tIuw93p4MEsL2iFv7-0WDg",[26 11],"Phoenix","2302 W Camelback\\nPhoenix, AZ 85015",33.5097,-112.109,"Filiberto's",1,5,2,"AZ","business"
"kq7esIwZpYXLKPJhHMIZgg",[4 6],"Chandler","Crossroads Towne Center\\n2650 E Germann Rd\\nChandler, AZ 85249",33.2796,-111.795,"Sport Chalet",1,6,4,"AZ","business"
"x3ws2L-TlI-JPcEQjjEC9g",[218 219 11],"Tempe","1212 E Apache Blvd\\nTempe, AZ 85281",33.4152,-111.92,"Curry Corner",1,44,4.5,"AZ","business"
"CKzhDe1BRDQ2-yHiZdOPvQ",[7 8 6 45],"Scottsdale","8900 E Via Linda\\nScottsdale, AZ 85258",33.5703,-111.889,"Fry's Marketplace",1,5,4.5,"AZ","business"
"k_PKdh26zn3MHUYVTkozwQ",[65 54 220],"Scottsdale","8418 E Shea Blvd\\nSte 101B\\nScottsdale, AZ 85260",33.5826,-111.899,"Skin Savvy Aesthetics",1,4,5,"AZ","business"
"4_W9x0O-lFBg8yZF4DjUvQ",[28 17 29],"Phoenix","3333 E Van Buren St\\nPhoenix, AZ 85008",33.4512,-112.01,"Days Inn-Phoenix Airport",1,4,2.5,"AZ","business"
"oB-vwbo10DIjK01Zakp39A",[221 38 39 40],"Scottsdale","Fairmont Scottsdale\\n7575 East Princess Dr\\nScottsdale, AZ 85255",33.6463,-111.919,"Stone Rose Lounge",1,21,3.5,"AZ","business"
"r67TiLEb5K1nnacFCEQ0jQ",[33 11],"Phoenix","13635 N 35th Ave\\nPhoenix, AZ 85029",33.6098,-112.134,"Burger King",1,6,1.5,"AZ","business"
"F6BedoYgbAQHqwKX9F0zDQ",[17 18],"Phoenix","100 N 3rd St\\nPhoenix, AZ 85004",33.4497,-112.07,"Phoenix Convention Center",1,34,4,"AZ","business"
"TpQMR-JFE5V0UPzTjjuwFQ",[10 24 11],"Scottsdale","6929 N Hayden Rd\\nSte C2\\nScottsdale, AZ 85250",33.5376,-111.909,"Goldmans Deli",1,53,4,"AZ","business"
"DA6BONQOMf1aIaAKKatvgw",[32 95 222],"Scottsdale","4111 N Drinkwater Blvd.\\nScottsdale, AZ 85251",33.4961,-111.921,"The Palladium",1,4,3,"AZ","business"
"93XwK5DW8BpzCwBY0d6nEg",[49 52],"Phoenix","1134 N Central Ave\\nPhoenix, AZ 85004",33.4606,-112.074,"Margaret T. Hance Park",1,7,3.5,"AZ","business"
"z6V7Mb0fjHo_JT3l7dCKsA",[33 44 11],"Chandler","1900 W Warner Rd\\nChandler, AZ 85224",33.3356,-111.875,"McDonald's",1,5,2.5,"AZ","business"
"udVKZfBZ3IyZf_mlTy0law",[39 24 11],"Wickenburg","48 N Tegner St\\nWickenburg, AZ 85390",33.9691,-112.731,"Nana's Sandwich Saloon",1,12,4,"AZ","business"
"VQfqbRNkykoEo7Rj-D9M_Q",[11 63],"Casa Grande","913 E 8th St\\nCasa Grande, AZ 85222",32.8801,-111.743,"Tommy's Bistro",1,21,3.5,"AZ","business"
"qduzJZxh_EH6GERI2x_zuw",[49 28 178 17 29],"Casa Grande","12684 W Gila Bend Hwy\\nCasa Grande, AZ 85193",32.8809,-111.848,"Francisco Grande Hotel & Golf Resort",1,8,4,"AZ","business"
"2BwPs-mId-B7dm00HtsMnA",[6 45],"Scottsdale","14672 N Frank Lloyd Wright Blvd\\nScottsdale, AZ 85260",33.62,-111.874,"Cvs Pharmacy",1,12,2,"AZ","business"
"50hOEQ2OutvIxrMjNml5bA",[223 11],"Scottsdale","11144 N Frank Lloyd Wright Blvd\\nScottsdale, AZ 85259",33.5871,-111.836,"Pars Persian Cuisine",1,57,4,"AZ","business"
"iDYzGVIF1TDWdjHNgNjCVw",[26 11],"Scottsdale","2534 N Scottsdale Rd\\nScottsdale, AZ 85257",33.4766,-111.927,"Los Sombreros Mexican Food & Cocktails",1,149,3.5,"AZ","business"
"JU2tsuqG-YspQBQObhxoQA",[30 13 6],"Mesa","1425 W Southern Ave\\nMesa, AZ 85202",33.3913,-111.859,"Sears",1,7,3.5,"AZ","business"
"gWRNTA2NDtwqSLC5NZxxeQ",[7 108],"Scottsdale","9051 E Indian Bend Rd\\nScottsdale, AZ 85250",33.5379,-111.886,"Starbucks Coffee Co",1,7,2.5,"AZ","business"
"o9z6CnjOr-_WHL8eIsCFQQ",[104 161 195 65],"Scottsdale","7001 N. Scottsdale Road\\nSte. 158\\nScottsdale, AZ 85253",33.5395,-111.924,"Massage Envy Spa Scottsdale Seville",1,13,3,"AZ","business"
"MJBkq0blIF7qbbxn4AJTzA",[157 103],"Tempe","3500 S Rural Rd\\nTempe, AZ 85282",33.3909,-111.928,"Tempe Public Library",1,21,4.5,"AZ","business"
"0-KOpYSe9aQTAfM38f47HQ",[106 54],"Phoenix","11209 N Tatum Boulevard\\nSuite 180\\nPhoenix, AZ 85028",33.588,-111.978,"Paradise Valley Family Medicine",1,3,5,"AZ","business"
"9QvuimC30Cj5LI1kK_mn9g",[224 11],"Chandler","2950 S Alma School Rd\\nChandler, AZ 85248",33.2625,-111.859,"Thai Dressing",1,6,3.5,"AZ","business"
"0oRG2_PbJglmK3jg7LWDmA",[7 142],"Gilbert","3641 E Baseline Road\\nGilbert, AZ 85234",33.3777,-111.753,"Coldstone Creamery",1,7,2.5,"AZ","business"
"towWd9z7YuGHdAezQtrkTQ",[98 7],"Phoenix","2318 E Indian School Rd\\nPhoenix, AZ 85016",33.4951,-112.032,"La Purisima Bakery",1,17,4.5,"AZ","business"
"1CNJeljdT4Ap7B-8ddbkYw",[102 103],"Phoenix","1649 W Adams St\\nPhoenix, AZ 85007",33.4492,-112.095,"Bolin Memorial Park",1,3,4.5,"AZ","business"
"ezM-93i6eNb4LnYp3J101Q",[7 139 225],"Phoenix","132 E Camelback Rd\\nPhoenix, AZ 85012",33.5094,-112.071,"See's Candies",1,10,4.5,"AZ","business"
"sMD2HPNh7m0hgCxHDzGTzQ",[41 43 11],"Phoenix","3224 E Thomas Rd\\nPhoenix, AZ 85018",33.4805,-112.012,"Golden Coin",1,11,2,"AZ","business"
"SAjXnxuyScAsahI8p4D-UA",[106 54 226],"Scottsdale","9070 E Desert Cv\\nSte 102\\nScottsdale, AZ 85260",33.5857,-111.885,"Tara Brodkin MD",1,6,5,"AZ","business"
"5_jwae13VVoawuIXZs8wFw",[227 32],"Phoenix","8608 N 30th Dr\\nPhoenix, AZ 85051",33.5626,-112.124,"My Tree Guy",1,4,3.5,"AZ","business"
"hvg4NfkaV-aVqbMzKOEgVg",[49 51],"Tempe","Sun Devil Stadium\\n5th and College\\nTempe, AZ 85281",33.4367,-111.94,"Insight Bowl",1,6,4.5,"AZ","business"
"yPJFfglhMHAKciUpjTmgBg",[63 27 11],"Tempe","1475 W Elliot Rd\\nTempe, AZ 85284",33.349,-111.964,"Oregano's Pizza Bistro",1,44,4,"AZ","business"
"FPD5xXo_QPmJVo5XJKPryA",[7 9 10 11],"Tempe","9900 S Rural Rd\\nTempe, AZ 85284",33.3215,-111.93,"Einstein Bros Bagels",1,8,3.5,"AZ","business"
"HxOGEApjrZy1eLBFkRJfZA",[49 57 228 51],"Phoenix","Phoenix, AZ 85003",33.4492,-112.077,"Arizona Diamondbacks Professional Baseball Club",1,7,3,"AZ","business"
"HBzv6vjTkeM-s_UIFCg2gg",[229 11],"Avondale","13070 W Rancho Santa Fe Blvd\\nSte C - 7\\nAvondale, AZ 85323",33.4305,-112.345,"Ono Hawaiian BBQ",1,31,3.5,"AZ","business"
"m_fi31gTJ1aASUZbS3QioQ",[41 11],"Chandler","2780 W Chandler Blvd\\nChandler, AZ 85224",33.3063,-111.891,"Souper Salad",1,8,3,"AZ","business"
"04SKYBXRAqeYIuuVDzwKNg",[127 11],"Tempe","325 W Elliot Rd\\nTempe, AZ 85284",33.3491,-111.945,"Moe's Southwest Grill",1,10,3,"AZ","business"
"Kt0DIPfjR5WPVpEqyIGdBQ",[49 230 80 231 59],"Scottsdale","5320 E Shea Blvd\\nScottsdale, AZ 85254",33.5844,-111.965,"La Camarilla Racquet, Fitness & Swim Club",1,5,3,"AZ","business"
"5hNN7abwwQwmMh7c7rHi6A",[7 8 6 45],"Phoenix","744 W Camelback Rd\\nPhoenix, AZ 85013",33.5095,-112.086,"Fry's Food & Drug Stores & Fry's Marketplace",1,15,2,"AZ","business"
"XKFGZwvsk3GVzd1CZdWpIg",[27 11],"Mesa","1960 W Baseline Rd\\nMesa, AZ 85202",33.3787,-111.877,"Jimmy and Joe's Pizzeria",1,25,4,"AZ","business"
"sKoEbA-aHV-vx5SsL9A5zw",[96 72 71],"Phoenix","3440 W Union Hills Dr\\nPhoenix, AZ 85027",33.6549,-112.134,"Fletcher's Tire & Auto Service",1,3,2,"AZ","business"
"mj4dPItsd8E6YmA64X3FRg",[84 147],"Peoria","8385 W Deer Valley Road\\nPeoria, AZ 85382",33.6811,-112.24,"Frontier Cleaners",1,3,4.5,"AZ","business"
"a2tYDQ1LyBvvTAPwvXmGOw",[7 232],"Chandler","119 E Page Ave\\nChandler, AZ 85286",33.3546,-111.792,"The Uprooted Kitchen",1,3,4,"AZ","business"
"AIo3cc4r793qRPD20Kneew",[49 233],"Phoenix","3947 E Union Hills Dr\\nPhoenix, AZ 85050",33.6552,-111.997,"Casey At the Bat",1,3,3,"AZ","business"
"PRBkn8zmYyuG05vHevielw",[49 52],"Apache Junction","Apache Junction, AZ 85278",33.42,-111.55,"Tonto National Forest",1,3,5,"AZ","business"
"UKq38-9aOgEbJojosyS8gQ",[161 123 65],"Maricopa","19756 N John Wayne Pkwy\\nMaricopa, AZ 85239",33.0594,-112.048,"CNC Barber Shop & Spa",1,5,4,"AZ","business"
"9quEu_e1r36ck3I-TuyFMQ",[28 17 29],"Phoenix","160 W Catalina Dr\\nPhoenix, AZ 85013",33.4826,-112.078,"Hampton Inn Midtown",1,12,4,"AZ","business"
"EC9WB-iVjd28B6R6KIZ8TA",[126 11],"Tempe","9845 S Priest Dr\\nTempe, AZ 85284",33.3216,-111.963,"Teharu Sushi",1,196,3.5,"AZ","business"
"MGvu43HVvMe4CJ-B0521DA",[96 72],"Tempe","42 E Southern Ave\\nTempe, AZ 85282",33.3931,-111.939,"Purcell's Western States Tire",1,4,2.5,"AZ","business"
"ZK_lWU5XsupUHXBjZkQPiw",[114 13 6 115],"Phoenix","2710 W Thunderbird Rd\\nPhoenix, AZ 85053",33.6123,-112.119,"Cowtown Boots",1,6,3.5,"AZ","business"
"3v8cGkIfJfTTNNoKqaFbaQ",[6],"Queen Creek","21398 S Ellsworth Lp Rd\\nQueen Creek, AZ 85242",33.2487,-111.634,"Target",1,5,4,"AZ","business"
"jJc54KKmO6RNupZ4PlKQdg",[78 79],"Tempe","1835 E Guadalupe Road\\nSuite 110\\nTempe, AZ 85283",33.3638,-111.91,"Burke Veterinary Hospital",1,3,1,"AZ","business"
"m7oHviLGHLSNKygL_W5BYg",[24 11],"Chandler","611 N Arizona Ave\\nChandler, AZ 85225",33.3139,-111.841,"Subway",1,3,3,"AZ","business"
"yaKR6C1ER0ox79j8r5ZaOQ",[26 11],"El Mirage","13915 N Dysart Rd\\nEl Mirage, AZ 85335",33.6106,-112.341,"Lupitas",1,5,3.5,"AZ","business"
"z5r8zD7vGPCMpKljERvKqg",[41 43 11],"Phoenix","4921 E Ray Rd\\nPhoenix, AZ 85044",33.3197,-111.978,"Royal Buffet",1,3,3,"AZ","business"
"KXx5qUj5eevUAma8XEZzyw",[84 234 125 1],"Scottsdale","7150 E Camelback Rd\\nSte 444\\nScottsdale, AZ 85251",33.503,-111.927,"Taste of Ink",1,4,2.5,"AZ","business"
"cmyi1OKQxm01ZwgU4Tb_QQ",[7 108],"Gilbert","884 W Warner Road Suite B9\\nGilbert, AZ 85233",33.3359,-111.809,"Starbucks",1,4,4,"AZ","business"
"UY_PGlieddA8xocM0M82cQ",[32 235],"Phoenix","15420 N 67 Ave\\nPhoenix, AZ 85003",33.6264,-112.203,"Smokey's Garage Door",1,8,3,"AZ","business"
"F-tEoepb3ECMHA9dkBtmdg",[236 103],"Tempe","233 E Southern Ave\\nTempe, AZ 85282",33.3929,-111.939,"United States Post Office",1,3,4.5,"AZ","business"
"LY5TW3Pvlfpprl3kpRE5_w",[6 45 65 7 148 204],"Glendale","6006 N 67Th Ave\\nGlendale, AZ 85301",33.5244,-112.205,"Walgreens",1,3,2.5,"AZ","business"
"P7meKfzM0rC8L54A0fkroQ",[155 237 54 106],"Phoenix","4648 E Shea Blvd\\nSte A100\\nPhoenix, AZ 85028",33.5832,-111.98,"Arizona Pediatric Eye Specialists",1,3,4.5,"AZ","business"
"O4GznwWobGqx01DUlijgZA",[26 11],"Tempe","1219 W Baseline Rd\\nTempe, AZ 85282",33.3781,-111.957,"Poliberto's Taco Shop",1,28,4,"AZ","business"
"tzGPZyGuFT3dCT1Wpn9JQA",[7 182 194 24 11],"Phoenix","3961 E Camelback Rd\\nPhoenix, AZ 85018",33.5097,-111.995,"Soma Express",1,6,4,"AZ","business"
"EXsr_jScDFKretj_Zjol0Q",[84],"Tempe","1334 E Broadway\\nSte 102\\nTempe, AZ 85282",33.4081,-111.916,"CSL Plasma Services",1,5,3,"AZ","business"
"QZ0IytLrt6z5DCqiP_LJbA",[127 11],"Glendale","9495 W. Coyotes Blvd.\\nGlendale, AZ 85305",33.5324,-112.263,"Soleil",1,3,3,"AZ","business"
"OHFdbNVrnngg3u_Xn5nYfA",[106 54 226],"Scottsdale","10210 N 92nd St\\nSte 301\\nScottsdale, AZ 85258",33.5791,-111.883,"Julie Anne Castilla, MD",1,4,4,"AZ","business"
"nvF35fy-Onnyr8gmLJzzuA",[60 6],"Phoenix","5035 N 7th Ave\\nPhoenix, AZ 85013",33.5108,-112.082,"Hospice of the Valley",1,3,3.5,"AZ","business"
"H9r0lcWEEMTwaLRWq-9tzg",[54 195 238 65],"Phoenix","4727 E Union Hills Dr\\nPhoenix, AZ 85050",33.6552,-111.979,"Platinum Wellness",1,4,4.5,"AZ","business"
"lXHZKLQ9-03zj1vJq5a1YQ",[6 110],"Phoenix","2002 E Camelback Rd\\nPhoenix, AZ 85016",33.5097,-112.039,"AT&T",1,6,3,"AZ","business"
"xU8OyNDCFGalELqRfY6H2w",[104 132 65],"Scottsdale","10632 N Scottsdale Rd\\nSte B\\nScottsdale, AZ 85258",33.5838,-111.926,"Kiss Beauty Lounge",1,4,5,"AZ","business"
"Wz9mfgk1XWS2aszNiTvO1w",[26 127 11],"Apache Junction","1879 W Apache Trl\\nApache Junction, AZ 85220",33.4151,-111.566,"Los Favoritos",1,3,3.5,"AZ","business"
"E6HzAdx2vyZVyuNoa4-Xaw",[26 11],"Mesa","1542 W University Dr\\nMesa, AZ 85201",33.4224,-111.864,"Los Picos Parrilla Restaurant",1,32,4,"AZ","business"
"D0K0F0RREGO8LeW16IlZlQ",[64 65],"Gilbert","3459 E Baseline Rd\\nGilbert, AZ 85234",33.3781,-111.757,"Tanglez Salon",1,3,5,"AZ","business"
"tiWLO7EGmOGO7XIE_lESiA",[26 11],"Peoria","9940 W Happy Valley Pkwy\\nPeoria, AZ 85383",33.7114,-112.273,"Chipotle - Happy Valley",1,10,4.5,"AZ","business"
"UWc3-FI59SjoikVw5ombVw",[57 39 145],"Mesa","105 W Main St\\nMesa, AZ 85210",33.4147,-111.834,"The Underground",1,14,3.5,"AZ","business"
"AbS4rMXc19XJJcXVZDhy7w",[239 11],"Chandler","1076 W Chandler Blvd\\nChandler, AZ 85224",33.3061,-111.861,"Gingerroot",1,30,3.5,"AZ","business"
"viSY3CqBViSFh3_Tv3kngg",[98 7],"Phoenix","4711 N 7th St\\nPhoenix, AZ 85014",33.5062,-112.065,"OllieCake",1,24,4.5,"AZ","business"
"9-ZxAHXEMKkVnpUZ87Nf4w",[202 72],"Phoenix","315 W Bell Rd\\nPhoenix, AZ 85023",33.64,-112.079,"Danny's Family Car Wash",1,18,3.5,"AZ","business"
"bA-Cj6N9TEMlDlOh2aAnUw",[28 240 241],"Phoenix","4000 E Sky Harbor Blvd\\nPhoenix, AZ 85034",33.436,-111.996,"US Airways",1,197,2,"AZ","business"
"hl8aJEKqOYTEtKOpIxJ3mQ",[71 72],"Scottsdale","7123 E Earll Dr\\nScottsdale, AZ 85251",33.4839,-111.928,"Mike Vinson Automotive",1,7,4.5,"AZ","business"
"sa9heRBSqZdEzNAUBdk2Eg",[133 105 195 65],"Scottsdale","31313 N Scottsdale Rd\\nSte A155\\nScottsdale, AZ 85266",33.7693,-111.924,"Ivy Nails & Spa",1,7,3,"AZ","business"
"Snu39WyiChz0NwFWRMyUvQ",[44 11],"Phoenix","2447 E Bell Road\\nPhoenix, AZ 85032",33.64,-112.029,"McDonald's",1,3,1.5,"AZ","business"
"cG1pHlWhdSc2M9ChWZo-dg",[7 142],"Casa Grande","211 E Florence Boulevard\\nCasa Grande, AZ 85222",32.8792,-111.751,"Dairy Queen",1,4,4,"AZ","business"
"4DxVOgpCPCz96y_mv__12g",[65 133],"Tempe","655 W Warner Rd\\nSte 116\\nTempe, AZ 85284",33.3327,-111.947,"Quality Nails",1,19,3.5,"AZ","business"
"hdug7nIUq5YXrDixVMVPFg",[54 242],"Phoenix","2222 E Highland Avenue\\nSuite 310\\nPhoenix, AZ 85016",33.5064,-112.034,"Physiotherapy Associates",1,3,4.5,"AZ","business"
"sSJeLgg3bQTR3vHkkJd9rQ",[12 13 6],"Gilbert","San Tan Village\\n2174 E Williams Field Rd\\nGilbert, AZ 85295",33.3068,-111.753,"New York & Company",1,4,4,"AZ","business"
"ZXlO9S1MG2I-L5uLSF-nPA",[26 11],"Scottsdale","13610 N Scottsdale Rd\\nScottsdale, AZ 85260",33.6098,-111.927,"Brennan's",1,13,3,"AZ","business"
"hqfP4ovbIa3VIaaPFBeAyQ",[96 72],"Phoenix","330 E Baseline Rd\\nPhoenix, AZ 85042",33.3781,-112.069,"Discount Tire",1,7,3,"AZ","business"
"ZNhH5zYE-wCKRhLhAVcjkQ",[7 8 6 45],"Scottsdale","15660 N Frank Lloyd Wright B\\nScottsdale, AZ 85260",33.6296,-111.885,"Albertsons-Osco",1,4,3,"AZ","business"
"riGyYYvK0fc4wc3qCgtWMQ",[12 13 6 22],"Scottsdale","20567 N Hayden Rd\\nScottsdale, AZ 85255",33.671,-111.907,"Classy-Jazzy",1,3,5,"AZ","business"
"i-_zPMYB-DrAuRNOwhYE5g",[],"Tempe","1545 N Scottsdale Road\\nTempe, AZ 85281",33.4471,-111.926,"Quik Trip",1,3,4,"AZ","business"
"RvvYZthPciQNsZ6xkpYEPA",[20 23 243],"Scottsdale","10749 N Scottsdale Rd\\nSte 101\\nScottsdale, AZ 85254",33.5837,-111.926,"Sweet Basil Gourmetware & Cooking School",1,17,4,"AZ","business"
"-bd26a1QEEpqUZjBmtBUiQ",[244 11],"Tempe","849 W University Dr\\nTempe, AZ 85281",33.4219,-111.951,"Lalibela Ethiopian Cafe",1,179,4,"AZ","business"
"HaenKnTNbXGowZBoYGY4Ow",[61 13 6],"Tempe","1628 E Southern Ave\\nTempe, AZ 85282",33.393,-111.913,"Sunset Clothing Exchange",1,6,3.5,"AZ","business"
"7EFNxJUVQtF3jS1P6qsweg",[168 11],"Chandler","200 S Arizona Ave\\nChandler, AZ 85225",33.3004,-111.842,"Pirate's Fish & Chips",1,9,3,"AZ","business"
"BZ841OH1n3Ng4CEn7iB6_Q",[65 133],"Surprise","17014 W Bell Rd\\nSte 108\\nSurprise, AZ 85374",33.639,-112.425,"Estrella Nails",1,4,3,"AZ","business"
"XI3TrOM5caqz0-vcyXXLeA",[65 133],"Phoenix","13637 N Tatum Blvd\\nSte 19\\nPhoenix, AZ 85032",33.6102,-111.977,"Whimsical Nails",1,3,4.5,"AZ","business"
"TaiAqPW-hrT4QT0MN7Ngvw",[6 156],"Scottsdale","15037 N. Scottsdale Road\\n15279 N Scottsdale Rd\\nScottsdale, AZ 85254",33.6237,-111.925,"LensCrafters",1,3,3.5,"AZ","business"
"YEBetzOA7seX-jtiCTrdJA",[49 245],"Phoenix","13012 N Cave Creek Rd\\nSte 1\\nPhoenix, AZ 85022",33.6048,-112.037,"Top of the Reef",1,3,2.5,"AZ","business"
"CAsX9uESzw_Ow38tYWsFnQ",[150 17],"Chandler","1185 S  Arizona Ave\\nChandler, AZ 85225",33.2886,-111.84,"Party America",1,3,2.5,"AZ","business"
"FBsvdj46eq_Gvnm_F2CTDw",[30 13 6],"Gilbert","2570 S Val Vista Dr\\nSte 101\\nGilbert, AZ 85295",33.304,-111.757,"Dollar Tree Store",1,4,4,"AZ","business"
"axGWZgwzqpL69EznZBH_rg",[246 17 152],"Chandler","1380 S Price Rd\\nChandler, AZ 85248",33.2851,-111.891,"Ashley Manor",1,5,3.5,"AZ","business"
"Q2FaJ3zB6ZuGgvqUqhdc_w",[210 11],"Phoenix","4280 E Indian School Rd\\nSte 101\\nPhoenix, AZ 85018",33.4951,-111.989,"Milagro Grill",1,38,4,"AZ","business"
"--BlvDO_RG2yElKu9XA1_g",[126 229 43 11],"Scottsdale","14870 N Northsight Blvd\\nSte 103\\nScottsdale, AZ 85260",33.6215,-111.898,"Asian Island",1,37,4,"AZ","business"
"kM7mfXS8LgBPjRrqGb6i6g",[25 6],"Avondale","9945 W McDowell Rd\\nSte 108\\nAvondale, AZ 85323",33.4305,-112.345,"Guitar Center",1,5,1.5,"AZ","business"
"XZykxoETy7scJRQbq48xCw",[12 13 6 22],"Tempe","5000 S Arizona Mills Cir\\nSuite 335\\nTempe, AZ 85282",33.3853,-111.965,"Group USA",1,3,3,"AZ","business"
"LrgOTuILGxG1of5iYBgktA",[168 11],"Scottsdale","7401 E Frnk Llyd Wrght Blvd\\nScottsdale, AZ 85260",33.6365,-111.921,"Redfish",1,3,4,"AZ","business"
"yDBhFRmDuEwvpE8J6NlkHQ",[7 247],"Scottsdale","9080 E Cactus Rd\\nScottsdale, AZ 85260",33.5974,-111.885,"The Simple Farm",1,8,5,"AZ","business"
"ceLahgipObftAOThax6ZwQ",[177 201 11],"Scottsdale","10855 N Frank Lloyd Wright Blvd\\nScottsdale, AZ 85259",33.5843,-111.834,"Hana's Cafe",1,6,3.5,"AZ","business"
"rXrCQcs7NOcOhpBFxjDkGQ",[7 108],"Phoenix","3165 E Lincoln Dr\\nPhoenix, AZ 85016",33.5313,-112.014,"Starbucks",1,4,4,"AZ","business"
"nZ0mUQEdez-CHrykD2nNLA",[161 28 65 17 29],"Carefree","37220 N Mule Train Rd\\nCarefree, AZ 85377",33.822,-111.909,"Carefree Resort & Conference Center",1,30,3,"AZ","business"
"qB-qsaSnhbHCt18_AN4Quw",[7 36 142],"Scottsdale","7137 E Stetson Dr\\nScottsdale, AZ 85251",33.4993,-111.927,"Lee's Cream Liqueur",1,95,4.5,"AZ","business"
"kpzzEpXcHo9yzhUcz14chg",[57 69],"Phoenix","4550 E Cactus Rd\\nSte 168\\nPhoenix, AZ 85032",33.599,-111.981,"Picture Show @ Paradise Valley Mall",1,21,4.5,"AZ","business"
